Symbol,FiscalDateEnding,TotalRevenue,GrossProfit,NetIncome,OperatingIncome,OperatingMargin,TotalAssets,TotalLiabilities,CommonStockSharesOutstanding,TotalShareholderEquity,BVPS,Debt_to_Equity,Date
IT,2017-12-31,1014.509,616.131,107.307,62.894,6.199452148773446,7283.173,6299.708,92.152,983.465,10.67,6.41,2025-12-30
IT,2017-09-30,828.085,495.878,-48.18,-24.349,-2.9403986305753635,7011.492,6148.082,90.624,863.41,9.53,7.12,2025-12-30
IT,2017-06-30,843.731,491.727,-92.281,-98.388,-11.661062589853875,6994.887,6141.212,89.297,853.675,9.56,7.19,2025-12-30
IT,2017-03-31,625.169,387.56,36.433,53.514,8.559925396172876,3365.3,3262.483,84.095,102.817,1.22,31.73,2025-12-30
IT,2016-12-31,703.217,424.154,66.485,108.687,15.455684376230948,2367.335,2306.457,83.939,60.878,0.73,37.89,2025-12-30
IT,2016-09-30,574.059,350.937,30.484,48.726,8.487977716576172,2277.74,2288.238,83.803,-10.498,-0.13,-217.97,2025-12-30
IT,2016-06-30,609.998,378.576,47.911,83.299,13.655618543011617,2304.521,2357.349,83.711,-52.828,-0.63,-44.62,2025-12-30
IT,2016-03-31,557.266,345.225,40.167,64.429,11.561624071807719,2211.509,2324.179,83.464,-112.67,-1.35,-20.63,2025-12-30
IT,2015-12-31,643.768,386.551,65.763,101.621,15.785345031129228,2174.686,2307.086,83.89,-132.4,-1.58,-17.43,2025-12-30
IT,2015-09-30,500.166,306.564,30.366,52.474,10.491316882794912,2091.542,2251.131,84.113,-159.589,-1.9,-14.11,2025-12-30
IT,2015-06-30,547.936,337.441,51.155,85.22,15.552911288909655,1861.039,2031.194,84.271,-170.155,-2.02,-11.94,2025-12-30
IT,2015-03-31,471.186,293.424,28.351,48.682,10.33180102974197,1789.37,1928.883,87.773,-139.513,-1.59,-13.83,2025-12-30
IT,2014-12-31,583.979,348.104,59.144,95.84,16.411549045428004,1904.351,1743.18,88.956,161.171,1.81,10.82,2025-12-30
IT,2014-09-30,470.94,282.881,33.846,49.391,10.487747908438443,1768.953,1616.43,89.708,152.523,1.7,10.6,2025-12-30
IT,2014-06-30,519.82,316.642,53.04,81.761,15.72871378554115,1796.808,1599.299,90.744,197.509,2.18,8.1,2025-12-30
IT,2014-03-31,446.702,275.881,37.736,59.17,13.245967110064427,1757.713,1520.99,93.209,236.723,2.54,6.43,2025-12-30
JOBY,2025-09-30,22.574,12.514,-401.226,-181.667,-804.762115708337,1366.309,469.857,844.551006,896.452,1.06,0.52,2025-12-30
JOBY,2025-06-30,0.015,-9.748,-324.674,-167.864,-1119093.3333333333,1259.876,361.584,796.798437,898.292,1.13,0.4,2025-12-30
JOBY,2025-03-31,0.0,0.0,-82.406,-163.284,-inf,1084.018,224.577,766.909,859.441,1.12,0.26,2025-12-30
JOBY,2024-12-31,0.055,0.033,-246.277,-149.875,-272500.0,1203.465,291.102,732.783965,912.363,1.25,0.32,2025-12-30
JOBY,2024-09-30,0.028,0.013,-143.878,-156.695,-559625.0,964.257,183.218,695.011457,781.039,1.12,0.23,2025-12-30
JOBY,2024-06-30,0.028,0.013,-123.292,-144.287,-515310.7142857143,1077.814,183.23,689.324227,894.584,1.3,0.2,2025-12-30
JOBY,2024-03-31,0.025,0.01,-94.587,-145.897,-583588.0,1164.357,189.226,681.749388,975.131,1.43,0.19,2025-12-30
JOBY,2023-12-31,1.032,0.832,-115.103,-128.241999,-12426.550290697674,1269.435,235.073,698.262025,1034.362,1.48,0.23,2025-12-30
JOBY,2023-09-30,0.0,-7.827,1.525,-128.167,-inf,1349.606,240.272,691.455162,1109.334,1.6,0.22,2025-12-30
JOBY,2023-06-30,0.0,-7.458,-286.079,-115.969,-inf,1426.702,342.15,636.679165,1084.552,1.7,0.32,2025-12-30
JOBY,2023-03-31,0.0,-7.067,-113.393,-99.716,-inf,1218.727,149.232,605.184671,1069.495,1.77,0.14,2025-12-30
JOBY,2022-12-31,0.0,-6.573,-66.944,-101.357,-inf,1292.984,128.243,585.544043,1164.741,1.99,0.11,2025-12-30
JOBY,2022-09-30,0.0,-6.349,-79.206,-97.121,-inf,1273.809,113.654,583.970409,1160.155,1.99,0.1,2025-12-30
JOBY,2022-06-30,0.0,-5.861,-49.574,-99.382,-inf,1356.345,127.683,581.265924,1228.662,2.11,0.1,2025-12-30
JOBY,2022-03-31,0.0,-5.212,-62.319,-94.343,-inf,1423.295,158.861,579.090606,1264.434,2.18,0.13,2025-12-30
JOBY,2021-12-31,0.0,-4.476,5.045,-77.192,-inf,1488.355,171.596,591.489275,1316.759,2.23,0.13,2025-12-30
JOBY,2021-09-30,0.0,-4.2,-78.858,-67.699,-inf,1531.969,227.298,591.489275,1304.671,2.21,0.17,2025-12-30
JOBY,2021-06-30,0.0,,-65.006,-68.37,-inf,690.878347,81.820518,603.887944,609.057829,1.01,0.13,2025-12-30
JOBY,2021-03-31,0.0,,-41.505,-45.828,-inf,691.32035,83.089135,603.887944,608.231215,1.01,0.14,2025-12-30
JOBY,2020-12-31,0.0,,-33.899,-40.184,-inf,497.254,780.422,603.887944,-283.168,-0.47,-2.76,2025-12-30
JOBY,2020-09-30,0.0,,-28.028,-36.228,-inf,693.717955,25.441293,603.887944,668.276662,1.11,0.04,2025-12-30
KLAC,2025-09-30,3209.696,1966.626,1121.04,1337.177,41.660549784154014,16317.974,11332.903,132.381,4985.071,37.66,2.27,2025-12-30
KLAC,2025-06-30,3174.741,2007.712,1202.849,1404.57,44.24203423208382,16067.926,11375.473,132.734,4692.453,35.35,2.42,2025-12-30
KLAC,2025-03-31,3063.029,1887.34,1088.416,1300.392,42.45444623606241,15188.307,11183.568,133.303,4004.739,30.04,2.79,2025-12-30
KLAC,2024-12-31,3076.851,1855.39,824.527,1242.152,40.370885687997244,15001.696,11417.147,134.415,3584.549,26.67,3.19,2025-12-30
KLAC,2024-09-30,2841.541,1694.11,945.851,1119.923,39.412522993685464,15681.737,12122.023,134.858,3559.714,26.4,3.41,2025-12-30
KLAC,2024-06-30,2566.232,1592.177,836.446,1052.523999,41.014374343395296,15433.566,12065.238,135.342,3368.328,24.89,3.58,2025-12-30
KLAC,2024-03-31,2355.391,1392.222,601.541,848.334,36.01669531725306,14957.289,11862.404,135.856,3094.885,22.78,3.83,2025-12-30
KLAC,2023-12-31,2486.726,1509.98,582.534,952.318,38.29605674288201,14280.501,11236.79,136.254,3043.711,22.34,3.69,2025-12-30
KLAC,2023-09-30,2396.956,1450.065,741.375,899.206,37.51449755439816,14136.841,11146.624,137.104,2990.217,21.81,3.73,2025-12-30
KLAC,2023-06-30,2355.137,1392.188,684.654,824.221,34.99673267415017,14072.357,11152.604,137.654,2919.753,21.21,3.82,2025-12-30
KLAC,2023-03-31,2432.608,1427.262,697.837,860.593,35.37738098370144,13683.549,11000.768,138.645,2682.781,19.35,4.1,2025-12-30
KLAC,2022-12-31,2983.887,1775.101,978.795,1199.179,40.188485689974186,13729.074,11125.814,141.966,2603.26,18.34,4.27,2025-12-30
KLAC,2022-09-30,2724.424,1683.198,1025.991,1110.703,40.768360578235985,13123.652,11021.578,142.563,2102.074,14.74,5.24,2025-12-30
KLAC,2022-06-30,2486.739,1508.175,805.374,971.945,39.08512312711547,12597.088,11197.998,149.182,1401.351,9.39,7.99,2025-12-30
KLAC,2022-03-31,2288.676,1396.585,730.572,894.907,39.101515461340966,12017.812,7939.188,151.186,4080.307,26.99,1.95,2025-12-30
KLAC,2021-12-31,2352.63,1444.468,717.444,965.958,41.05864500580202,11680.237,7633.481,152.331,4048.527,26.58,1.89,2025-12-30
KLAC,2021-09-30,2083.838,1270.214,1068.417,818.8,39.29288169233885,11146.477,7287.391,153.41,3860.93,25.17,1.89,2025-12-30
KLAC,2021-06-30,1925.471,1153.23,632.978,719.78,37.382022372707766,10271.124,6895.482,154.283,3377.554,21.89,2.04,2025-12-30
KLAC,2021-03-31,1803.773,1094.144,567.496,672.147,37.2633917904304,9939.24,6826.376,155.159,3114.856,20.08,2.19,2025-12-30
KLAC,2020-12-31,1650.87,981.137,457.251,570.164,34.537183424497385,9814.644,6864.338,155.56,2935.182,18.87,2.34,2025-12-30
KLAC,2020-09-30,1538.62,918.058,420.567,526.389,34.21176118859757,9320.096,6557.751,156.442,2747.184,17.56,2.39,2025-12-30
KLAC,2020-06-30,1459.593,838.049,411.253,453.158,31.046874025841447,9279.96,6598.95,156.183,2665.424,17.07,2.48,2025-12-30
KLAC,2020-03-31,1423.964,833.806,78.452,432.613,30.38089446081502,8845.946,6520.75,157.172,2307.433,14.68,2.83,2025-12-30
KLAC,2019-12-31,1509.453,875.835,380.555,462.831,30.66216702341842,9250.72,6562.75,158.62,2669.764,16.83,2.46,2025-12-30
KLAC,2019-09-30,1413.414,809.173,346.525,410.248,29.025324497988557,9229.399,6549.78,160.131,2661.163,16.62,2.46,2025-12-30
KLAC,2019-06-30,1258.435,665.65,217.845,268.9,21.367810017998544,9008.516,6330.823,161.937,2659.108,16.42,2.38,2025-12-30
KLAC,2019-03-31,1097.311,610.366,192.728,243.295,22.171927557456364,9187.605,6302.017,157.182,2849.093,18.13,2.21,2025-12-30
KLAC,2018-12-31,1119.898,711.638,369.1,433.273,38.688612712943495,5605.287,4007.665,152.648,1597.622,10.47,2.51,2025-12-30
KLAC,2018-09-30,1093.26,711.873,395.944,443.905,40.60379049814317,5645.109,4077.74,156.083,1567.369,10.04,2.6,2025-12-30
KLAC,2018-06-30,1070.004,692.106,348.767,423.506,39.579852037936305,5619.356,3998.845,156.822,1620.511,10.33,2.47,2025-12-30
KLAC,2018-03-31,1021.294,652.606,306.881,385.804,37.77599790070244,5598.184,4228.041,157.201,1370.143,8.72,3.09,2025-12-30
KLAC,2017-12-31,975.822,628.488,-134.319,366.197,37.527028494950926,5407.268,4181.643,156.587,1225.625,7.83,3.41,2025-12-30
KLAC,2017-09-30,969.581,616.132,280.936,361.687,37.303433132456185,5690.398,4226.442,157.846,1463.956,9.27,2.89,2025-12-30
KLAC,2017-06-30,938.647,590.717,256.162,348.998,37.18096366365631,5532.173,4205.756,157.931,1326.417,8.4,3.17,2025-12-30
KLAC,2017-03-31,913.809,570.535,253.562,344.113,37.65699396701061,5324.445,4177.133,157.746,1147.312,7.27,3.64,2025-12-30
KLAC,2016-12-31,876.885,558.378,238.251,333.934,38.081846536318906,5094.456,4129.36,157.123,965.096,6.14,4.28,2025-12-30
KLAC,2016-09-30,750.673,472.837,178.101,249.216,33.1990094222118,4996.098,4214.589,157.021,781.509,4.98,5.39,2025-12-30
KLAC,2016-06-30,919.171,581.603,271.541,350.352,38.11608503749574,4962.432,4273.318,156.618,689.114,4.4,6.2,2025-12-30
KLAC,2016-03-31,712.433,437.834,175.777,234.838,32.96281895981797,4782.102,4305.53,156.429,476.572,3.05,9.03,2025-12-30
KLAC,2015-12-31,710.245,429.265,152.207,214.461,30.195355123936107,4572.516,4206.891,155.996,365.625,2.34,11.51,2025-12-30
KLAC,2015-09-30,642.644,372.4,104.897,160.794,25.020695750680005,4571.323,4276.882,157.984,294.441,1.86,14.53,2025-12-30
KLAC,2015-06-30,756.332,433.065,142.019,202.487,26.77223758878376,4826.012,4404.573,159.965,421.439,2.63,10.45,2025-12-30
KLAC,2015-03-31,738.459,418.177,131.638,194.986,26.40444493194612,4902.22,4408.279,162.794,493.941,3.03,8.92,2025-12-30
KLAC,2014-12-31,676.357,393.144,20.268,154.714,22.874606162130355,4987.366,4385.227,165.317,602.139,3.64,7.28,2025-12-30
KLAC,2014-09-30,642.901,354.434,72.233,109.153,16.9781972652088,5301.572,1771.852,166.58,3529.72,21.19,0.5,2025-12-30
KLAC,2014-06-30,734.343,407.678,128.731,173.014,23.56037982250801,5538.664,1869.318,167.345,3669.346,21.93,0.51,2025-12-30
KLAC,2014-03-31,831.599,488.773,203.581,261.163,31.404919919336123,5486.851,1846.923,167.989,3639.928,21.67,0.51,2025-12-30
KVYO,2025-09-30,310.88,234.737,-0.426,-10.836,-3.485589294904787,1465.06,322.986,300.828017,1142.074,3.8,0.28,2025-12-30
KVYO,2025-06-30,293.117,221.881,-24.281,-31.326,-10.687199991812143,1397.882,301.13,284.928388,1096.752,3.85,0.27,2025-12-30
KVYO,2025-03-31,279.827,212.127,-14.089,-23.75,-8.487386849732156,1347.311,283.379,274.198,1063.932,3.88,0.27,2025-12-30
KVYO,2024-12-31,270.164,198.426,-26.973,-34.654,-12.827023585673885,1273.308,239.321,270.839,1033.987,3.82,0.23,2025-12-30
KVYO,2024-09-30,235.094,180.737,-1.345,-13.278,-5.647953584523637,1193.199,178.458,267.854769,1014.741,3.79,0.18,2025-12-30
KVYO,2024-06-30,222.213,171.942,-4.942,-14.053,-6.324112450666703,1149.838,170.338,265.293213,979.5,3.69,0.17,2025-12-30
KVYO,2024-03-31,209.993,165.055,-12.882,-22.092,-10.520350678355946,1108.396,170.944,261.332411,937.452,3.59,0.18,2025-12-30
KVYO,2023-12-31,201.618,156.605,-26.295,-36.33,-18.019224474005295,1089.05,174.273,258.899188,914.777,3.53,0.19,2025-12-30
KVYO,2023-09-30,175.807,116.982,-297.104,-302.203,-171.89474821821656,1071.424,166.08,240.125168,905.344,3.77,0.18,2025-12-30
KVYO,2023-06-30,164.586,127.11,10.887,7.032,4.272538368998578,690.584,1773.059,268.57757,-1082.475,-4.03,-1.64,2025-12-30
KVYO,2023-03-31,156.088,119.514,4.278,0.878,0.5625032033212034,,,251.855833,-1036.183,-4.11,,2025-12-30
KVYO,2022-12-31,145.235,107.904,-0.755,-4.077,-2.807174579130375,629.079,1665.262,251.855833,-1036.183,-4.11,-1.61,2025-12-30
KVYO,2022-09-30,119.168,86.549,-23.873,-25.663,-21.53514366272825,,,251.855833,,,,2025-12-30
KVYO,2022-06-30,109.023,78.091,-11.691,-12.317,-11.297616099355182,,,226.389791,,,,2025-12-30
KVYO,2022-03-31,104.1725,75.135,-12.2825,-12.648,-12.141400081595432,,,226.389791,-2236.064,-9.88,,2025-12-30
LLY,2025-09-30,17600.8,14592.5,5582.5,7730.4,43.92073087586928,114935.4,91084.6,898.8,23793.3,26.47,3.83,2025-12-30
LLY,2025-06-30,15557.7,13109.9,5660.5,7126.2,45.80497117183131,100922.6,82573.5,899.793,18272.9,20.31,4.52,2025-12-30
LLY,2025-03-31,12728.5,10504.3,2759.3,5408.4,42.490474132851475,89388.8,73542.0,900.604,15764.8,17.5,4.66,2025-12-30
LLY,2024-12-31,13532.8,11129.0,4409.8,5797.8,42.84257507685032,78714.9,64443.3,903.158,14192.1,15.71,4.54,2025-12-30
LLY,2024-09-30,11439.1,9268.3,970.3,4549.8,39.77410810291019,75606.9,61286.2,905.0,14240.0,15.73,4.3,2025-12-30
LLY,2024-06-30,11302.8,9132.6,2967.0,4418.5,39.092083377570155,71874.8,58239.3,904.2,13562.0,15.0,4.29,2025-12-30
LLY,2024-03-31,8768.0,7094.5,2242.9,2735.6,31.199817518248175,63943.5,51046.1,903.8,12812.2,14.18,3.98,2025-12-30
LLY,2023-12-31,9353.4,7565.4,2189.7,3193.1,34.138388179699355,64006.3,53142.6,903.98,10771.9,11.92,4.93,2025-12-30
LLY,2023-09-30,9498.6,7638.5,-57.4,3541.0,37.279177984123976,57915.5,46608.1,949.303,11220.4,11.82,4.15,2025-12-30
LLY,2023-06-30,8312.1,6504.7,1763.2,2338.4,28.132481563022584,54814.0,43664.7,949.286,11063.8,11.65,3.95,2025-12-30
LLY,2023-03-31,6960.0,5333.3,1344.9,1714.8,24.637931034482758,53163.0,41868.1,949.267,11190.4,11.79,3.74,2025-12-30
LLY,2022-12-31,7301.8,5753.7,1937.7,2207.5,30.232271494699937,49489.8,38714.4,950.182,10649.8,11.21,3.64,2025-12-30
LLY,2022-09-30,6941.6,5362.5,1451.7,2037.8,29.3563443586493,47461.5,37295.6,903.8,10070.1,11.14,3.7,2025-12-30
LLY,2022-06-30,6488.0,5057.5,952.5,1744.8,26.892725030826142,47063.6,38404.4,902.9,8544.7,9.46,4.49,2025-12-30
LLY,2022-03-31,7810.0,5737.9,1902.9,2663.2,34.09987195902689,46919.3,37457.3,950.605,9330.8,9.82,4.01,2025-12-30
LLY,2021-12-31,7999.9,5949.7,1726.1,2470.9,30.886636082951036,48806.0,39651.2,953.653,8979.2,9.42,4.42,2025-12-30
LLY,2021-09-30,6772.8,5342.0,1110.1,2131.4,31.46999763760926,48187.0,40232.9,956.589,7757.0,8.11,5.19,2025-12-30
LLY,2021-06-30,6740.1,4786.9,1390.2,1517.3,22.511535437159687,47809.0,41145.5,910.4,6444.4,7.08,6.38,2025-12-30
LLY,2021-03-31,6805.6,4927.0,1355.3,1752.3,25.74791348301399,46838.3,39739.0,959.482,6898.7,7.19,5.76,2025-12-30
LLY,2020-12-31,7440.0,5720.2,2116.8,2385.6,32.064516129032256,46633.1,40807.9,956.59,5641.6,5.9,7.23,2025-12-30
LLY,2020-09-30,5740.6,4414.2,1208.4,1493.7,26.019928230498557,43946.0,38950.0,956.491,4826.9,5.05,8.07,2025-12-30
LLY,2020-06-30,5499.4,4277.4,1412.0,1474.5,26.812015856275227,41967.0,37695.0,956.466,4092.9,4.28,9.21,2025-12-30
LLY,2020-03-31,5859.8,4644.7,1456.5,1747.6,29.82354346564729,41102.8,37905.6,956.929,3078.8,3.22,12.31,2025-12-30
LLY,2019-12-31,6114.0,4831.4,1495.7,1603.9,26.233235197906446,39286.1,36587.0,957.526,2606.9,2.72,14.03,2025-12-30
LLY,2019-09-30,5476.6,4301.6,1253.9,1560.6,28.4957820545594,37893.1,34430.8,960.046,3382.5,3.52,10.18,2025-12-30
LLY,2019-06-30,5636.7,4511.8,1327.2,1573.1,27.908173221920627,38666.4,35809.1,965.957,2780.5,2.88,12.88,2025-12-30
LLY,2019-03-31,5092.2,3953.5,4241.6,1261.8,24.7790738776953,38006.8,35441.8,984.001,2480.3,2.52,14.29,2025-12-30
LLY,2018-12-31,6438.6,4844.9,1125.0,1597.5,24.811294380766004,43908.4,32999.3,1057.035,9828.7,9.3,3.36,2025-12-30
LLY,2018-09-30,5306.9,4154.0,1149.5,1478.4,27.858071567204963,44625.1,30474.2,1026.3,13076.6,12.74,2.33,2025-12-30
LLY,2018-06-30,5585.0,4350.7,-259.9,1648.9,29.523724261414504,42359.2,30738.4,1030.21,11555.2,11.22,2.66,2025-12-30
LLY,2018-03-31,4963.8,3799.2,1217.4,1409.0,28.385511100366656,44355.6,29767.8,1049.8,14527.0,13.84,2.05,2025-12-30
LLY,2017-12-31,6160.7,4535.9,-1656.9,768.5,12.47423182430568,44981.0,33313.1,1052.023,11592.2,11.02,2.87,2025-12-30
LLY,2017-09-30,5658.0,4071.7,555.6,1217.0,21.50936726758572,43010.4,28049.8,1101.094711,14890.3,13.52,1.88,2025-12-30
LLY,2017-06-30,5824.3,4252.6,1008.0,1314.4,22.567518843466168,40946.5,26776.8,1100.989,14100.8,12.81,1.9,2025-12-30
LLY,2017-03-31,5228.3,3880.4,-110.8,1117.6,21.375973069640228,37624.3,23520.6,1103.388743,14031.0,12.72,1.68,2025-12-30
LLY,2016-12-31,5760.5,4294.5,771.8,1053.8,18.293550907039318,38805.9,24725.4,1100.875,14007.7,12.72,1.77,2025-12-30
LLY,2016-09-30,5191.7,3790.8,778.0,989.0,19.049636920469208,37590.3,21974.5,1103.94823,15589.2,14.12,1.41,2025-12-30
LLY,2016-06-30,5404.8,3939.8,747.7,981.3,18.15608348134991,36475.3,21819.1,1103.843444,14637.3,13.26,1.49,2025-12-30
LLY,2016-03-31,4865.1,3542.1,440.1,847.2,17.41382499845841,34691.8,19662.4,1103.837,15009.9,13.6,1.31,2025-12-30
LLY,2015-12-31,5375.6,3986.4,478.4,743.8,13.83659498474589,35568.9,20978.6,1105.267,14571.3,13.18,1.44,2025-12-30
LLY,2015-09-30,4959.7,3722.8,799.7,1003.7,20.23711111559167,36304.7,21063.8,1108.076549,15221.4,13.74,1.38,2025-12-30
LLY,2015-06-30,4978.7,3760.3,600.8,955.4,19.189748327876753,36036.6,21331.2,1108.540541,14670.3,13.23,1.45,2025-12-30
LLY,2015-03-31,4644.7,3452.0,529.5,889.2,19.14440114539152,35653.9,20707.4,1109.74114,14919.8,13.44,1.39,2025-12-30
LLY,2014-12-31,5121.3,3868.2,428.5,882.6,17.2339054536934,37178.2,21790.1,1110.627,15373.2,13.84,1.42,2025-12-30
LLY,2014-09-30,4875.6,3608.6,500.6,693.3,14.219788333743539,34648.8,16966.3,1113.429817,17669.3,15.87,0.96,2025-12-30
LLY,2014-06-30,4935.6,3745.9,733.5,886.6,17.963368182186564,35018.4,17023.6,1117.30833,17983.7,16.1,0.95,2025-12-30
LLY,2014-03-31,4683.1,3460.4,727.9,866.2,18.49629518908415,34756.9,16408.2,1119.451042,18338.1,16.38,0.89,2025-12-30
LRCX,2025-09-30,5324.173,2684.879,1568.66,1829.088,34.35440583917915,21900.211,11707.459,1269.313,10192.752,8.03,1.15,2025-12-30
LRCX,2025-06-30,5171.393,2589.709,1720.088,1741.128,33.66845258134511,21345.26,11483.641,1276.933,9861.619,7.72,1.16,2025-12-30
LRCX,2025-03-31,4720.175,2313.686,1330.667,1561.759,33.08688766835976,19968.31,10457.205,1288.1,9511.105,7.38,1.1,2025-12-30
LRCX,2024-12-31,4376.047,2072.981,1191.018,1333.884,30.48148248864786,19839.916,11031.89,1291.469,8808.026,6.82,1.25,2025-12-30
LRCX,2024-09-30,4167.976,2002.683,1116.444,1264.197,30.331196724741215,19532.489,11060.598,1304.066,8471.891,6.5,1.31,2025-12-30
LRCX,2024-06-30,3871.507,1840.098,1020.282,1126.56,29.09874630215056,18744.728,10205.274,1311.12,8539.454,6.51,1.2,2025-12-30
LRCX,2024-03-31,3793.558,1800.536,965.826,1057.112,27.865977006282755,18279.65,10257.549,1315.18,8022.101,6.1,1.28,2025-12-30
LRCX,2023-12-31,3758.259,1757.455,954.266,1057.212,28.130365682620596,18783.852,10561.374,1322.2,8222.478,6.22,1.28,2025-12-30
LRCX,2023-09-30,3482.062,1654.702,887.398,1023.029,29.379976577097132,18538.457,10491.127,1331.66,8047.33,6.04,1.3,2025-12-30
LRCX,2023-06-30,3207.257,1458.129,802.537,854.605,26.64597816763671,18781.643,10571.471,1343.92,8210.172,6.11,1.29,2025-12-30
LRCX,2023-03-31,3869.569,1605.612,814.008,942.253,24.3503346238302,19243.361,10835.973,1353.95,8407.388,6.21,1.29,2025-12-30
LRCX,2022-12-31,5277.569,2376.349,1468.507,1680.162,31.835907782541543,19206.381,10901.746,1363.39,8304.635,6.09,1.31,2025-12-30
LRCX,2022-09-30,5074.121,2336.835,1425.879,1697.84,33.46077084090033,18721.282,11308.715,1372.08,7412.567,5.4,1.53,2025-12-30
LRCX,2022-06-30,4635.554,2100.512,1208.934,1479.353,31.91318664392649,17195.632,10917.266,1383.13,6278.366,4.54,1.74,2025-12-30
LRCX,2022-03-31,4060.416,1816.625,1021.778,1192.097,29.35898686242986,16589.031,10562.541,1400.57,6026.49,4.3,1.75,2025-12-30
LRCX,2021-12-31,4226.604,1977.916,1194.83,1338.139,31.659909468689285,16685.428,10209.647,1415.3,6475.781,4.58,1.58,2025-12-30
LRCX,2021-09-30,4304.465,1976.754,1179.744,1372.233,31.87929278086824,15565.552,9745.509,1426.12,5820.043,4.08,1.67,2025-12-30
LRCX,2021-06-30,4145.179,1915.201,1144.657,1315.927,31.745963202071607,15892.152,9864.964,1435.14,6027.188,4.2,1.64,2025-12-30
LRCX,2021-03-31,3847.654,1780.131,1071.121,1195.308,31.065891059851015,15284.913,9910.08,1446.09,5374.833,3.72,1.84,2025-12-30
LRCX,2020-12-31,3456.237,1603.795,869.229,1009.724,29.214547497755504,15370.374,9861.826,1459.1,5508.548,3.78,1.79,2025-12-30
LRCX,2020-09-30,3177.08,1506.179,823.451,961.064,30.24991501630428,15057.008,9631.516,1472.48,5425.492,3.68,1.78,2025-12-30
LRCX,2020-06-30,2791.864,1280.332,696.673,755.722,27.068725410693357,14559.047,9375.558,1474.16,5183.489,3.52,1.81,2025-12-30
LRCX,2020-03-31,2503.625,1167.007,574.781,694.114,27.724359678466225,12938.635,8389.482,1481.65,4549.153,3.07,1.84,2025-12-30
LRCX,2019-12-31,2583.501,1179.644,514.51,686.511,26.57289468825443,11914.122,7496.389,1500.97,4417.733,2.94,1.7,2025-12-30
LRCX,2019-09-30,2165.746,981.71,465.789,537.455,24.8161603438261,12343.502,7364.556,1506.82,4978.946,3.3,1.48,2025-12-30
LRCX,2019-06-30,2361.147,1080.891,541.825,617.085,26.134967454377044,12001.333,7278.029,1544.74,4723.304,3.06,1.54,2025-12-30
LRCX,2019-03-31,2439.048,1074.337,547.39,565.517,23.185972559785622,12895.262,7554.283,1578.49,5340.979,3.38,1.41,2025-12-30
LRCX,2018-12-31,2522.673,1145.033,568.855,690.379,27.366963534314593,10768.458,4927.086,1621.7,5841.372,3.6,0.84,2025-12-30
LRCX,2018-09-30,2330.691,1058.198,533.36,591.751,25.389508948204632,10957.577,5575.94,1653.27,5381.637,3.26,1.04,2025-12-30
LRCX,2018-06-30,3125.928,1479.408,1021.146,955.195,30.557165744060644,12479.478,5899.435,1754.32,6580.043,3.75,0.9,2025-12-30
LRCX,2018-03-31,2892.115,1330.714,778.8,827.511,28.61265890187631,13663.499,6779.471,1797.79,6884.028,3.83,0.98,2025-12-30
LRCX,2017-12-31,2580.815,1205.567,-9.955,737.371,28.571245904878882,12912.265,6638.71,1611.35,6273.555,3.89,1.06,2025-12-30
LRCX,2017-09-30,2478.14,1149.343,590.69,693.222,27.973480110082562,12398.626,4990.452,1838.8,7408.174,4.03,0.67,2025-12-30
LRCX,2017-06-30,2344.907,1068.961,526.424,607.939,25.92593224379474,12122.765,5135.453,1864.27,6987.312,3.75,0.73,2025-12-30
LRCX,2017-03-31,2153.995,971.404,574.713,538.418,24.99625115192932,11875.186,4953.824,1850.94,6921.362,3.74,0.72,2025-12-30
LRCX,2016-12-31,1882.299,846.797,332.791,439.828,23.36653209718541,11521.059,4928.05,1835.43,6593.009,3.59,0.75,2025-12-30
LRCX,2016-09-30,1632.419,716.197,263.835,315.947,19.354528463586863,12636.362,6249.012,1800.17,6387.35,3.55,0.98,2025-12-30
LRCX,2016-06-30,1546.261,698.784,258.939,309.241,19.999275672088995,12271.528,6169.459,1776.49,6102.069,3.43,1.01,2025-12-30
LRCX,2016-03-31,1314.055,571.265,143.451,190.753,14.516363470326585,10024.262,4153.134,1743.73,5871.128,3.37,0.71,2025-12-30
LRCX,2015-12-31,1425.534,626.51,222.98,238.834,16.754002359817445,9750.421,4020.468,1742.42,5729.953,3.29,0.7,2025-12-30
LRCX,2015-09-30,1600.043,722.363,288.679,335.428,20.9636866009226,9594.431,4057.611,1743.74,5536.82,3.18,0.73,2025-12-30
LRCX,2015-06-30,1481.37,641.538,131.271,191.035,12.895832911426586,9364.648,4019.696,1765.75,5344.952,3.03,0.75,2025-12-30
LRCX,2015-03-31,1393.333,600.602,206.285,239.965,17.222372541237448,9238.541,3960.917,1775.31,5277.624,2.97,0.75,2025-12-30
LRCX,2014-12-31,1232.241,536.657,176.94,188.741,15.316890121331786,8110.689,2928.749,1770.46,5181.94,2.93,0.57,2025-12-30
LRCX,2014-09-30,1152.368,505.539,141.081,168.298,14.604536050983713,7893.828,2820.723,1771.18,5073.105,2.86,0.56,2025-12-30
LRCX,2014-06-30,1248.797,557.036,233.395,215.85,17.284634732466525,7993.306,2780.222,1733.45,5213.084,3.01,0.53,2025-12-30
LRCX,2014-03-31,1227.392,530.798,164.396,191.937,15.637791349462926,7707.367,2715.819,1716.36,4991.548,2.91,0.54,2025-12-30
